"id","SalePrice"
1696,276825.25
1697,173561.75
1698,341022
1699,319625.9375
1700,234646.578125
1701,260891.828125
1702,247178.484375
1703,247178.484375
1704,328553.84375
1705,216524.265625
1706,452539.34375
1707,206559.203125
1708,200133.265625
1709,275755.6875
1710,202455.40625
1711,247386.421875
1712,253233.359375
1713,249133.015625
1714,206411.578125
1715,191902.078125
1716,163591.765625
1717,155003.171875
1718,146522.140625
1719,205847.75
1720,248988.265625
1721,151151.078125
1722,126177.734375
1723,155567.515625
1724,192678.75
1725,215104.5625
1726,181335.984375
1727,161045.671875
1728,182799.9375
1729,158633.28125
1730,166061.984375
1731,124496.9765625
1732,126867.671875
1733,113423.78125
1734,125429.265625
1735,129737.6015625
1736,110288.234375
1737,353626.15625
1738,183410.734375
1739,240970.359375
1740,206708.484375
1741,168840.28125
1742,174563.90625
1743,161979.859375
1744,286277.0625
1745,213601.40625
1746,290530.78125
1747,195597.484375
1748,213721.046875
1749,146413.46875
1750,139590.578125
1751,236683.375
1752,119363.234375
1753,141418.359375
1754,204141.71875
1755,158905.515625
1756,122246.421875
1757,122163.1875
1758,133885.21875
1759,169441.53125
1760,149743.703125
1761,145999.28125
1762,167333.859375
1763,172739.359375
1764,108659.6796875
1765,188939.703125
1766,174415.890625
1767,181990.578125
1768,138595.75
1769,176253.96875
1770,137866.046875
1771,129583.4921875
1772,139548.84375
1773,138486.5625
1774,135002.4375
1775,119531.703125
1776,112554.6484375
1777,113040.4375
1778,126214.9453125
1779,116023.71875
1780,178757.875
1781,122352.5390625
1782,93469.8828125
1783,131614.21875
1784,98830.9765625
1785,113534.078125
1786,142325.21875
1787,162996.734375
1788,57711.03125
1789,86763.359375
1790,102147.953125
1791,186312.5625
1792,156431.25
1793,135398.875
1794,140561.8125
1795,128581.171875
1796,126875.078125
1797,102935.453125
1798,119902.7890625
1799,109221.4296875
1800,125152.6640625
1801,126725.75
1802,172088.34375
1803,156359.90625
1804,132212.359375
1805,130884.703125
1806,111327.4609375
1807,133065.328125
1808,122452.140625
1809,139651.671875
1810,138144.109375
1811,112935.1015625
1812,119115.4609375
1813,126596.96875
1814,95791.1796875
1815,62027.84375
1816,99957.046875
1817,129446.453125
1818,144502.3125
1819,123442.078125
1820,75870.6015625
1821,113690.25
1822,141985.71875
1823,40401.8203125
1824,134998.59375
1825,118782.0234375
1826,89135.9296875
1827,104251.7734375
1828,131710.703125
1829,99769.03125
1830,172080.453125
1831,177878.4375
1832,103286.03125
1833,138614.421875
1834,130732.984375
1835,161757.59375
1836,110716.6171875
1837,86680.25
1838,137938.671875
1839,85521.359375
1840,147300.296875
1841,146267.203125
1842,74983.3671875
1843,135907.453125
1844,128364.9921875
1845,125389.1015625
1846,150019.65625
1847,129935.328125
1848,60596.3515625
1849,122031.3125
1850,124225.4140625
1851,157050.734375
1852,131566.359375
1853,138951.34375
1854,162408.15625
1855,151767.796875
1856,210881.640625
1857,158020.09375
1858,133082.734375
1859,125091.0390625
1860,147828.578125
1861,125091.0390625
1862,300406.5625
1863,289085.125
1864,289085.125
1865,296024.59375
1866,316368.875
1867,251202.875
1868,285383.625
1869,200798.75
1870,260980.078125
1871,237913.40625
1872,171689.078125
1873,229063.046875
1874,138692.71875
1875,213754.046875
1876,184226.453125
1877,211769.09375
1878,209940.53125
1879,131536.453125
1880,127332
1881,230961.484375
1882,259000.59375
1883,196808.078125
1884,207414.859375
1885,272990.625
1886,274790.1875
1887,192971.390625
1888,294202.21875
1889,159705.90625
1890,123915.734375
1891,141043.296875
1892,105337.171875
1893,117438.0859375
1894,124626.6328125
1895,154331.4375
1896,126110.8671875
1897,117692.90625
1898,103873.25
1899,129935.53125
1900,125822.890625
1901,177265.34375
1902,121569.0703125
1903,221483.109375
1904,131387.4375
1905,178509.640625
1906,174722.140625
1907,201205.5
1908,123285.40625
1909,141208.625
1910,127040.0390625
1911,183427.734375
1912,239544.921875
1913,155271.328125
1914,48244.99609375
1915,264554.625
1916,70601.3359375
1917,267868
1918,128451.3125
1919,156315.984375
1920,161689.328125
1921,419821.0625
1922,324039
1923,189292.125
1924,212467.703125
1925,215077.71875
1926,368405.4375
1927,138610.8125
1928,163832.796875
1929,122163.1875
1930,138420.296875
1931,136150.1875
1932,130676.234375
1933,164075.40625
1934,176439.515625
1935,166015.203125
1936,179897.125
1937,177957.96875
1938,175319.78125
1939,266157.15625
1940,196789.3125
1941,172266.671875
1942,176120.40625
1943,193312
1944,269942.8125
1945,387233.71875
1946,139475.71875
1947,316328.21875
1948,168052.8125
1949,227106.296875
1950,181632.390625
1951,243897.828125
1952,223407.578125
1953,158640.453125
1954,203590.59375
1955,125107.390625
1956,261589.890625
1957,153964.015625
1958,293735.625
1959,125887.8515625
1960,113529.7109375
1961,111265.8203125
1962,99718.8828125
1963,111290.2421875
1964,104771.5625
1965,153528.078125
1966,157649.296875
1967,292288.40625
1968,407794.78125
1969,377295.65625
1970,450948.65625
1971,446776.40625
1972,400042.4375
1973,243660.296875
1974,331820.5
1975,478455
1976,262809.75
1977,299749.78125
1978,399961.15625
1979,282259.75
1980,191819.203125
1981,310878.4375
1982,253497.390625
1983,222282.046875
1984,179422.0625
1985,187117.421875
1986,195797.640625
1987,163489.28125
1988,172266.671875
1989,191005.125
1990,215077.71875
1991,205448.578125
1992,209643.046875
1993,165272.09375
1994,246178.78125
1995,182721.25
1996,264063.25
1997,305408.0625
1998,330201.25
1999,244658.875
2000,288281.03125
2001,244516.703125
2002,219832.796875
2003,247072.625
2004,261610.734375
2005,193155.546875
2006,237588.671875
2007,246825.328125
2008,209361.15625
2009,175644.546875
2010,185689.734375
2011,148052.53125
2012,176564.984375
2013,169656.96875
2014,175174.703125
2015,182614.5
2016,180438.71875
2017,189957.640625
2018,118976.90625
2019,131241.40625
2020,113680.8125
2021,112626.96875
2022,172135.578125
2023,136890.453125
2024,218375.84375
2025,356775.40625
2026,176564.984375
2027,146562.859375
2028,148582.890625
2029,174563.90625
2030,257166.078125
2031,245828.109375
2032,277803
2033,256178.15625
2034,153690.203125
2035,200185.953125
2036,187259.765625
2037,193234.140625
2038,324319.0625
2039,209463.84375
2040,363030.03125
2041,265393.53125
2042,193328.03125
2043,165785.296875
2044,179775.703125
2045,208959.65625
2046,127199.5234375
2047,152736.515625
2048,135606.859375
2049,125366.625
2050,174656.25
2051,108153.796875
2052,123123.71875
2053,139725.25
2054,84292.6328125
2055,159156.859375
2056,131327.21875
2057,114848.25
2058,221778.328125
2059,116905.0859375
2060,154581.03125
2061,179616.53125
2062,129541.9921875
2063,107614.359375
2064,134286.953125
2065,121061.234375
2066,169870.1875
2067,111854.65625
2068,128731.078125
2069,77171.9375
2070,112723.5546875
2071,97964.4296875
2072,137875.765625
2073,129051.046875
2074,171781.09375
2075,135339.359375
2076,120221.8125
2077,136533.171875
2078,124697.46875
2079,128724.1875
2080,116920.78125
2081,114168.1796875
2082,131229.359375
2083,141221.03125
2084,103261.921875
2085,124955.1484375
2086,152829.28125
2087,125960.5625
2088,98234.015625
2089,91604.2734375
2090,129715.3828125
2091,127224.5078125
2092,142048.234375
2093,135924.125
2094,132861.421875
2095,141550.359375
2096,83946.0703125
2097,90397.7890625
2098,145556.28125
2099,64832.44921875
2100,108652.71875
2101,126230.6484375
2102,134883.46875
2103,105716.1328125
2104,126369.8203125
2105,132801.03125
2106,79326.5
2107,248218.140625
2108,128720.7734375
2109,116991.9453125
2110,116654.375
2111,151913.8125
2112,129143.6796875
2113,123801.40625
2114,104586.6953125
2115,144388.171875
2116,109621.1171875
2117,148020.921875
2118,110547.609375
2119,94633.6015625
2120,122903.515625
2121,104986.7421875
2122,97126.7109375
2123,96288.75
2124,167808.390625
2125,133758.421875
2126,171800.609375
2127,205487.375
2128,125208
2129,106764.6015625
2130,134055.640625
2131,162575.75
2132,115899.328125
2133,114386.09375
2134,121471.4453125
2135,101964.546875
2136,87196.1328125
2137,107665.6015625
2138,134555.34375
2139,151277.578125
2140,138692.71875
2141,125734.0625
2142,131138.53125
2143,126685.7421875
2144,116070.2890625
2145,132006.15625
2146,156441.453125
2147,171015.484375
2148,128794.0078125
2149,133997.859375
2150,225865.78125
2151,139834.453125
2152,187907.125
2153,154021.953125
2154,109406.234375
2155,126823.046875
2156,219225.84375
2157,220646.640625
2158,224635.15625
2159,193069.234375
2160,165272.09375
2161,246825.328125
2162,321204.4375
2163,310885
2164,274580.3125
2165,185159.234375
2166,142293.40625
2167,176328.375
2168,199663.09375
2169,191694.609375
2170,208788.40625
2171,146149.859375
2172,136003.796875
2173,175230.5
2174,245601.90625
2175,274941.4375
2176,290374.625
2177,252842.46875
2178,219694
2179,139040.375
2180,206967.765625
2181,183899.28125
2182,222631.234375
2183,179722.53125
2184,132504.59375
2185,135043.671875
2186,143323.03125
2187,145251.09375
2188,156353.34375
2189,164823.046875
2190,69270.8203125
2191,98704.25
2192,75525.2890625
2193,104266.328125
2194,99169.3671875
2195,98369.265625
2196,98471.234375
2197,86861.546875
2198,177349.046875
2199,164372.671875
2200,118913.8828125
2201,122413.40625
2202,195074.953125
2203,163857.078125
2204,178010.6875
2205,99407.765625
2206,106695.328125
2207,193445.78125
2208,237941.09375
2209,191950.171875
2210,129620.59375
2211,106170.4453125
2212,117237.78125
2213,95917.2265625
2214,132392.453125
2215,105716.1328125
2216,136106.21875
2217,65787.1171875
2218,59835.09375
2219,70366.5859375
2220,71085.90625
2221,264554.625
2222,203191.703125
2223,255334.921875
2224,209461.09375
2225,124941.421875
2226,174834.171875
2227,194626.90625
2228,232343.796875
2229,228392.90625
2230,157622.390625
2231,190923.59375
2232,179161.59375
2233,168959.90625
2234,234128.515625
2235,204200.71875
2236,260403.15625
2237,352231.9375
2238,181651.203125
2239,125239.765625
2240,164842.828125
2241,148302.296875
2242,130863.046875
2243,135639.96875
2244,85033.8125
2245,76624.9296875
2246,144675.65625
2247,112652.8828125
2248,123911.109375
2249,126940.453125
2250,134238.953125
2251,96365.515625
2252,172355.109375
2253,159705.90625
2254,169656.96875
2255,187246.78125
2256,180111.546875
2257,203082.703125
2258,169652.796875
2259,172266.671875
2260,162121.234375
2261,183037.5625
2262,187669.078125
2263,315093.5
2264,352628.53125
2265,178946.25
2266,288818.875
2267,349547.15625
2268,346457.46875
2269,157755.5
2270,179945.96875
2271,230629.625
2272,174754.65625
2273,163109.53125
2274,172612.375
2275,154172.46875
2276,184052.640625
2277,195019.9375
2278,158800.75
2279,121420.8046875
2280,118630.4140625
2281,162782.640625
2282,177618.71875
2283,104054
2284,99706.9375
2285,143763.359375
2286,128318.34375
2287,309188.34375
2288,267957.9375
2289,360710.84375
2290,411504.1875
2291,298084.375
2292,417936.15625
2293,421996.71875
2294,421650.21875
2295,405796.875
2296,262226.1875
2297,314911.5
2298,268865.46875
2299,366435.09375
2300,324689.3125
2301,276288.34375
2302,221432.65625
2303,245723.40625
2304,245774.890625
2305,169423.9375
2306,169423.9375
2307,174161.109375
2308,201993.0625
2309,294777.71875
2310,222282.046875
2311,195257.015625
2312,163632.1875
2313,168967.484375
2314,174800.796875
2315,168967.484375
2316,183069.703125
2317,175924.6875
2318,168967.484375
2319,173561.75
2320,176564.984375
2321,255237.328125
2322,169652.796875
2323,178477.265625
2324,168649.96875
2325,205115.84375
2326,165272.09375
2327,215077.71875
2328,215077.71875
2329,177863.09375
2330,172266.671875
2331,299728.65625
2332,446937.46875
2333,333915.53125
2334,250442.53125
2335,278747
2336,287247.40625
2337,199584.0625
2338,275253.375
2339,224216.09375
2340,373195.90625
2341,196171.125
2342,230667.28125
2343,206411.578125
2344,222463.21875
2345,245774.890625
2346,222282.046875
2347,184826.640625
2348,229664.234375
2349,149711.46875
2350,309248.65625
2351,240552.21875
2352,240029.078125
2353,226623.5
2354,126217.0234375
2355,156599.65625
2356,150021.65625
2357,191451.359375
2358,193375.890625
2359,114986.9453125
2360,109042.765625
2361,131294.90625
2362,250423.234375
2363,130069.7890625
2364,147570.296875
2365,214759.609375
2366,186406.921875
2367,216630.046875
2368,186899.375
2369,231168.3125
2370,174563.90625
2371,163475.484375
2372,169866.875
2373,251471.234375
2374,298376.3125
2375,226904.484375
2376,231755.984375
2377,286619.625
2378,140032.109375
2379,187366.125
2380,135728
2381,159380.421875
2382,197306.421875
2383,206815.59375
2384,230321.84375
2385,141381.46875
2386,128368.6328125
2387,137527.953125
2388,107632.8046875
2389,125781.6328125
2390,146538.265625
2391,121568.046875
2392,111639.40625
2393,166967.203125
2394,136044.21875
2395,215028.390625
2396,143549.203125
2397,206820.734375
2398,119562.328125
2399,59473.5234375
2400,51638.015625
2401,126757.9140625
2402,132782
2403,121678.8828125
2404,134660.9375
2405,148093.984375
2406,124905.1953125
2407,123720.21875
2408,135751.53125
2409,128711.765625
2410,185472.5
2411,119604.2890625
2412,154671.390625
2413,134900.046875
2414,141502.265625
2415,122982.9375
2416,118164.84375
2417,118555.96875
2418,122388.421875
2419,122196.7578125
2420,121892.4609375
2421,146390.0625
2422,113266.7578125
2423,132907.234375
2424,159939.28125
2425,194195.359375
2426,122312.6015625
2427,135288.046875
2428,178148.96875
2429,122960
2430,114707.3359375
2431,103908.828125
2432,138692.71875
2433,140757.796875
2434,133595.765625
2435,143105.59375
2436,107174.0703125
2437,104605.8125
2438,114130.765625
2439,103907.46875
2440,120714.1640625
2441,92142.2265625
2442,93089.2265625
2443,113818.8984375
2444,122397.84375
2445,83314.0859375
2446,157680.4375
2447,167857.6875
2448,138059.109375
2449,113183.5859375
2450,151270.625
2451,130092.2578125
2452,219498.265625
2453,101565.4375
2454,108857.6796875
2455,113023.7421875
2456,145416.84375
2457,117811.0234375
2458,110320.7734375
2459,99379.796875
2460,149880.890625
2461,122079.546875
2462,129604.0234375
2463,116328.796875
2464,193839.4375
2465,132282.59375
2466,105279.765625
2467,156198.421875
2468,89482.03125
2469,66739.96875
2470,143370.34375
2471,174868.875
2472,166324.421875
2473,114573.3828125
2474,113586.5234375
2475,235873.078125
2476,104830.7265625
2477,116618.8984375
2478,157116.71875
2479,112780.6875
2480,126856.515625
2481,125064.8203125
2482,132905.640625
2483,111178.1875
2484,114565.2578125
2485,118863.75
2486,162570.703125
2487,192920.515625
2488,149978.703125
2489,154026.375
2490,138716.78125
2491,88574.1171875
2492,187246.484375
2493,137892.671875
2494,170295.96875
2495,86340.0390625
2496,202311.84375
2497,153164.34375
2498,106337.6484375
2499,101814.34375
2500,135900
2501,129081.6953125
2502,153317.796875
2503,93173.6875
2504,198868.203125
2505,213410.921875
2506,249551.578125
2507,297853.53125
2508,249551.578125
2509,211986.765625
2510,242141.59375
2511,176564.984375
2512,205442.34375
2513,205677.890625
2514,210601.421875
2515,150748.828125
2516,145722.375
2517,138692.71875
2518,149404.96875
2519,219121.9375
2520,188584.953125
2521,182721.25
2522,200934.796875
2523,129022.9453125
2524,129600.9765625
2525,135981.75
2526,132396.890625
2527,104503.2578125
2528,124160.125
2529,142428.3125
2530,111449.859375
2531,231710.09375
2532,209047.25
2533,194232.453125
2534,230705.140625
2535,291505.1875
2536,218972.15625
2537,218895.828125
2538,179364.703125
2539,187475.25
2540,162782.640625
2541,173561.75
2542,166204.296875
2543,120716.3203125
2544,124957.375
2545,115800.2578125
2546,151594.265625
2547,137094.203125
2548,141097.109375
2549,159616.71875
2550,173659.828125
2551,138823.34375
2552,123009.2578125
2553,64011.79296875
2554,103387.140625
2555,109380.9296875
2556,103102.65625
2557,114386.1328125
2558,163938.359375
2559,137659.546875
2560,118973.2265625
2561,130066.140625
2562,130314.671875
2563,129183.1796875
2564,163222.28125
2565,110738.5234375
2566,152186.53125
2567,118195.9453125
2568,199204.53125
2569,183774.109375
2570,132068.9375
2571,177689.515625
2572,204572.046875
2573,223054.421875
2574,305530.78125
2575,122568.9140625
2576,140352.875
2577,166335.59375
2578,86026.09375
2579,84229.5078125
2580,151406.109375
2581,120815.046875
2582,111096.296875
2583,273511.78125
2584,173298.84375
2585,172821.78125
2586,186423.71875
2587,197584.859375
2588,144605.421875
2589,139995.875
2590,215322.3125
2591,173856.171875
2592,198813.65625
2593,266675.21875
2594,179563.578125
2595,204541.703125
2596,320548.59375
2597,183085.875
2598,244882.359375
2599,257652.921875
2600,152818.046875
2601,136319.171875
2602,72473.7890625
2603,88805.6171875
2604,75890.9453125
2605,72288.515625
2606,134956.671875
2607,176367.359375
2608,191484.890625
2609,164334.59375
2610,113553.3671875
2611,132136.09375
2612,137396.265625
2613,128684.890625
2614,125178.34375
2615,146279.546875
2616,132052.375
2617,178432.28125
2618,176846.1875
2619,188842.125
2620,179127.90625
2621,177251.375
2622,183432.859375
2623,260088.796875
2624,261101.609375
2625,317433.6875
2626,164007.671875
2627,179562.640625
2628,420453.84375
2629,526632.875
2630,333262.6875
2631,444152.9375
2632,460162.90625
2633,318945.25
2634,379070.8125
2635,146366.921875
2636,183038.53125
2637,163972.171875
2638,245698.625
2639,171367.390625
2640,139895.375
2641,101387.2578125
2642,193451.921875
2643,111976.7890625
2644,124179.1796875
2645,104054
2646,99718.8828125
2647,99718.8828125
2648,137372.21875
2649,142237.78125
2650,143681.859375
2651,153330.359375
2652,439984
2653,251815.125
2654,234702.875
2655,330280.65625
2656,297721.9375
2657,331312.28125
2658,306338.40625
2659,304425.84375
2660,300611.34375
2661,279163.40625
2662,307710.09375
2663,282422.0625
2664,276921.03125
2665,292288.25
2666,296681.9375
2667,163107.171875
2668,179422.0625
2669,162782.640625
2670,277517.84375
2671,179422.0625
2672,188438.8125
2673,203445.046875
2674,201429.640625
2675,163489.28125
2676,182721.25
2677,194640.703125
2678,246879.671875
2679,281882.3125
2680,269500.375
2681,456908.53125
2682,309659.375
2683,543281
2684,287554.90625
2685,343132.9375
2686,248490.875
2687,340246.8125
2688,241442.75
2689,222282.046875
2690,504186.625
2691,174842.296875
2692,128634.9140625
2693,188939.59375
2694,138136.21875
2695,182721.25
2696,182721.25
2697,193732.96875
2698,190724.109375
2699,184924.21875
2700,161005.890625
2701,143033.984375
2702,111528.1171875
2703,136935.109375
2704,140399.234375
2705,124518.5546875
2706,120998.421875
2707,127664.484375
2708,135416.46875
2709,114023.7890625
2710,119999.5859375
2711,230958.1875
2712,385141.40625
2713,173891.8125
2714,151152.8125
2715,166201.734375
2716,166112.578125
2717,179049.046875
2718,247245.703125
2719,155421.390625
2720,166066.921875
2721,134715.4375
2722,148476.265625
2723,146303.8125
2724,120998.421875
2725,131138.53125
2726,132947.640625
2727,179750.53125
2728,163951.015625
2729,149703.109375
2730,138594.796875
2731,119690.78125
2732,111944.234375
2733,165222.65625
2734,136155.203125
2735,118411.421875
2736,125817.078125
2737,122389.109375
2738,123779.75
2739,157941.640625
2740,129840.765625
2741,142685.96875
2742,145435.796875
2743,138138.359375
2744,154006.578125
2745,133411.0625
2746,133652.25
2747,147676.21875
2748,124537.3359375
2749,125846.9140625
2750,123329.9140625
2751,128779.609375
2752,232114.359375
2753,164065.78125
2754,197289.1875
2755,125313.7890625
2756,102613.328125
2757,61882.25
2758,95117.0703125
2759,160246.84375
2760,128565.265625
2761,144924.875
2762,143789.296875
2763,198359.921875
2764,170923.609375
2765,258108.28125
2766,133290.15625
2767,87109.3359375
2768,123831.2265625
2769,117088.109375
2770,141410.40625
2771,118309.390625
2772,118776.6796875
2773,172294.703125
2774,132639.78125
2775,127532.796875
2776,149722.640625
2777,144755.4375
2778,122336.40625
2779,117597.671875
2780,91781.65625
2781,84627.7421875
2782,87829.265625
2783,77839.1171875
2784,120385.75
2785,147222.171875
2786,72284.9296875
2787,122347.796875
2788,86757.6796875
2789,221507.828125
2790,91854.7890625
2791,118431.3515625
2792,57485.65625
2793,172848.984375
2794,102885.4140625
2795,108607.4296875
2796,82304.6640625
2797,172849.671875
2798,126155.3671875
2799,125499.125
2800,73101.9765625
2801,108743.46875
2802,138278.734375
2803,155469.421875
2804,148058.640625
2805,89952.6796875
2806,68124.40625
2807,143942.125
2808,138345.578125
2809,121222.640625
2810,132947.640625
2811,149793.65625
2812,147136.46875
2813,130956.578125
2814,121614.0625
2815,78868.1328125
2816,242818.734375
2817,131561.8125
2818,128829.25
2819,172157.125
2820,123782.2578125
2821,109221.5859375
2822,160574.734375
2823,225665.46875
2824,162485.421875
2825,137633.21875
2826,129136.1953125
2827,146620.34375
2828,203693.703125
2829,150837.890625
2830,231079.359375
2831,184786.859375
2832,205932.78125
2833,279010.6875
2834,213189.90625
2835,199512.5
2836,191250.453125
2837,173317.53125
2838,136954.609375
2839,177549.390625
2840,196886.796875
2841,191694.609375
2842,200192.375
2843,145497.53125
2844,152681.96875
2845,122163.1875
2846,197497.5625
2847,193775.15625
2848,200005.703125
2849,201611.90625
2850,284629.375
2851,230685.375
2852,234522.609375
2853,222513.0625
2854,139040.375
2855,195257.015625
2856,196808.078125
2857,188524.203125
2858,193562.984375
2859,143996.359375
2860,125129.1328125
2861,119227.2890625
2862,196808.078125
2863,117444.140625
2864,244221.75
2865,138823.34375
2866,140872.390625
2867,93136.1875
2868,114676.8125
2869,103922.671875
2870,139344.953125
2871,99120.203125
2872,60069.8828125
2873,100637.5703125
2874,147218.234375
2875,112833.1796875
2876,152709.96875
2877,146669.984375
2878,143982.65625
2879,145780.015625
2880,98310.265625
2881,145173.65625
2882,154851.234375
2883,162308.75
2884,183066.28125
2885,179531.65625
2886,193307.234375
2887,99684.1328125
2888,118138.53125
2889,64193.68359375
2890,92314.59375
2891,123114.265625
2892,39795.625
2893,116106.2578125
2894,37485.15625
2895,274684.9375
2896,266740.34375
2897,193548.5625
2898,161436.625
2899,222008.140625
2900,145083.125
2901,207793.890625
2902,188199.078125
2903,322938.40625
2904,327637.5
2905,114007.8515625
2906,189722.453125
2907,113595.8671875
2908,129737.6015625
2909,142837.203125
2910,84784.2109375
2911,72288.515625
2912,126393.2890625
2913,72121.171875
2914,71370.5546875
2915,76870.4375
2916,78345.1796875
2917,160250.3125
2918,119239.859375
2919,228395.234375
